Entry number,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),Redshift,SED Class,Log Î½Sync. Z corr. (Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Spectral Index,Spectral Type,Power Law Index,Radio flux (mJy),X Flux (erg cm-2 s-1),USNO Vmag,SDSS Vmag,Seq,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,z,u_z,Rmag,Class,FR,F143,FX,FF,aro,RA_deg,DEC_deg,Separation
57,3FGL J0045.3+2126,GB6 J0045+2127,5BZBJ0045+2127,bll,11.33040939,21.46111101,0.0,HSP,16.001,1.0,0.84,0.92,22.34,1.3894633E-9,1.899,PowerLaw,1.9,50.163,3.99e- 12,16.9632,16.37,120,5BZB J0045+2127,0,45,19.27,+,21,27,40.1,121.03,-41.39,0.0," ",16.8,BL Lac,49.0,0,1.85,1.5E-9,0.356,11.330291666666666,21.46113888888889,0.40698901213021904
58,3FGL J0045.7+1217,GB6 J0045+1217,5BZBJ0045+1217,bll,11.43058546,12.28661246,0.0,ISP,14.3,1.0,0.9,0.89,14.52,9.5216846E-10,1.9597,PowerLaw,1.96,103.8621,1.46e- 12,17.727,16.78,122,5BZB J0045+1217,0,45,43.32,+,12,17,11.79,120.73,-50.56,0.0," ",17.4,BL Lac,104.0,0,0.56,1.0E-9,0.423,11.4305,12.286608333333334,0.3009761064866683
59,3FGL J0046.7- 8419,PKS 0044-84,5BZQJ0044-8422,fsrq,11.11120148,-84.37777467,1.032,LSP,13.418,1.0,0.9,0.0,6.24,2.7727717E-10,2.8206,PowerLaw,2.82,693.4,0,19.6494,0.0,119,5BZQ J0044-8422,0,44,26.56,-,84,22,40.0,303.13,-32.75,1.032," ",17.8,QSO RLoud flat radio sp.,530.0,0,0.0,7.0E-10,0.652,11.110666666666667,-84.37777777777777,0.18895381630509364
60,3FGL J0048.0+2236,NVSS J004802+223525,5BZQJ0048+2235,fsrq,12.01090279,22.5900335,1.161,ISP,14.005,1.0,0.83,0.0,14.23,9.3776986E-10,2.3331,PowerLaw,2.33,83.8242,0,19.2605,18.03,129,5BZQ J0048+2235,0,48,2.6,+,22,35,24.28,121.9,-40.28,1.161," ",18.6,QSO RLoud flat radio sp.,84.0,0,0.05,1.5E-9,0.572,12.010833333333334,22.590077777777775,0.2805434551257945
61,3FGL J0048.0+3950,B3 0045+395,5BZBJ0047+3948,bll,11.9812272,39.8166789,0.252,HSP,15.398,1.0,0.83,0.0,9.22,4.9839732E-10,1.8768,PowerLaw,1.88,93.2223,5.41e- 13,17.4124,16.77,128,5BZB J0047+3948,0,47,55.21,+,39,48,57.6,122.19,-23.05,0.252," ",17.3,BL Lac,92.0,0,0.22,0.0,0.429,11.980041666666667,39.815999999999995,4.0889954103988195
64,3FGL J0049.7+0237,PKS 0047+023,5BZBJ0049+0237,bll,12.43014977,2.617716258,1.474,LSP,13.633,1.0,0.92,0.0,13.1,7.9031948E-10,2.244,PowerLaw,2.24,425.9764,0,18.8391,17.9,135,5BZB J0049+0237,0,49,43.21,+,2,37,3.89,122.06,-60.25,0.0," ",18.5,BL Lac,425.0,0,0.29,7.0E-10,0.671,12.430041666666668,2.6177472222222224,0.4044313879577559
65,3FGL J0049.8- 5737,PKS 0047-579,5BZQJ0049-5738,fsrq,12.49780442,-57.64092776,1.797,LSP,13.151,1.0,0.97,0.0,10.08,4.3349282E-10,2.4622,PowerLaw,2.46,2045.0,9.07e- 13,16.9152,0.0,136,5BZQ J0049-5738,0,49,59.51,-,57,38,26.69,303.31,-59.49,1.797," ",16.5,QSO RLoud flat radio sp.,2111.0,0,0.47,5.0E-10,0.685,12.497958333333333,-57.640747222222224,0.714398790043584
66,3FGL J0050.0- 4458,PMN J0049-4457,5BZUJ0049-4457,bcu I,12.31926691,-44.95310121,0.121,LSP,13.87,0.96,0.81,0.0,6.09,2.4651042E-10,2.5279,PowerLaw,2.53,336.0,3.65e- 12,16.5335,0.0,131,5BZU J0049-4457,0,49,16.6,-,44,57,11.01,304.18,-72.18,0.121," ",15.8,Blazar Uncertain type,206.0,0,2.31,0.0,0.388,12.319166666666666,-44.95305833333334,0.2984093942237752
67,3FGL J0050.4- 0449,PKS 0047-051,5BZQJ0050-0452,fsrq,12.58972828,-4.872387403,0.92,LSP,13.232,1.0,0.84,0.0,9.03,5.3713295E-10,2.4499,PowerLaw,2.45,254.3971,0,19.7666,18.8,137,5BZQ J0050-0452,0,50,21.53,-,4,52,20.31,122.22,-67.75,0.922," ",19.3,QSO RLoud flat radio sp.,254.0,0,0.0,5.0E-10,0.722,12.589708333333334,-4.872308333333334,0.29350514122520566
68,3FGL J0050.6- 0929,PKS 0048-09,5BZBJ0050-0929,bll,12.67215578,-9.484780658,0.635,ISP,14.614,1.0,0.97,0.95,41.98,3.6230012E-9,2.0931,PowerLaw,2.09,814.7206,5.03e- 12,16.8904,15.33,138,5BZB J0050-0929,0,50,41.29,-,9,29,4.88,122.32,-72.36,0.0," ",15.8,BL Lac,814.0,333,2.33,3.9E-9,0.529,12.672041666666667,-9.484688888888888,0.5228041259096253
69,3FGL J0051.0- 0649,PKS 0048-071,5BZQJ0051-0650,fsrq,12.78420758,-6.833952508,1.975,LSP,13.303,1.0,0.95,0.0,18.39,1.3976068E-9,2.1047,LogParabola,2.29,904.6193,0,19.7449,18.83,139,5BZQ J0051-0650,0,51,8.2,-,6,50,1.89,122.71,-69.71,1.975," ",19.5,QSO RLoud flat radio sp.,905.0,1073,0.27,1.2E-9,0.844,12.784166666666668,-6.833858333333333,0.3692250269948463
70,3FGL J0051.2- 6241,1RXS J005117.7- 624154,5BZBJ0051-6242,bcu II,12.8185417,-62.7015,0.0,HSP,15.904,1.0,0.82,0.94,23.41,1.1676106E-9,1.6632,PowerLaw,1.66,43.2,4.57e- 12,16.7522,0.0,141,5BZB J0051-6242,0,51,16.64,-,62,42,4.39,302.96,-54.43,0.0," ",16.7,BL Lac,43.0,0,2.89,1.4E-9,0.324,12.819333333333333,-62.70121944444445,1.6518000326094728
71,3FGL J0054.8- 2455,FRBA J0054-2455,5BZBJ0054-2455,bll,13.69483155,-24.9247831139,0.0,-,0.0,1.0,0.0,0.91,15.8,8.3387225E-10,1.7781,PowerLaw,1.78,24.4618,3.70e- 12,17.3597,0.0,144,5BZB J0054-2455,0,54,46.74,-,24,55,28.99,141.91,-87.68,0.0," ",16.9,BL Lac,24.0,0,1.83,4.0E-10,0.29,13.69475,-24.924719444444445,0.3513106146969353
74,3FGL J0056.3- 2116,PMN J0056-2117,5BZBJ0056-2117,bll,14.13448186,-21.2855899,0.0,ISP,14.67,0.97,0.0,0.0,12.03,6.2974753E-10,1.808,PowerLaw,1.81,90.3052,7.33e- 13,17.1106,0.0,146,5BZB J0056-2117,0,56,32.27,-,21,17,7.9,134.45,-84.05,0.0," ",16.7,BL Lac,90.0,0,0.46,5.0E-10,0.436,14.134458333333333,-21.28552777777778,0.2371559471636874
75,3FGL J0057.9- 0542,PKS 0055-059,5BZQJ0058-0539,fsrq,14.52110964,-5.664521725,1.2456,LSP,12.941,0.98,0.9,0.0,5.2,3.1057751E-10,2.4154,PowerLaw,2.42,742.3824,0,18.8765,18.53,151,5BZQ J0058-0539,0,58,5.07,-,5,39,52.3,127.44,-68.48,1.246," ",18.6,QSO RLoud flat radio sp.,742.0,0,0.0,0.0,0.754,14.521125,-5.664527777777778,0.059183298893273416
76,3FGL J0058.0- 3233,PKS 0055-328,5BZBJ0058-3234,bll,14.50929285,-32.57243031,0.0,LSP,13.44,1.0,0.91,0.0,20.52,1.2200478E-9,2.0583,PowerLaw,2.06,186.4143,0,19.7891,0.0,150,5BZB J0058-3234,0,58,2.21,-,32,34,20.6,288.6,-84.38,0.0," ",18.8,BL Lac,186.0,0,0.09,9.0E-10,0.683,14.509208333333333,-32.572388888888895,0.29661140075671266
77,3FGL J0058.3+3315,MG3 J005830+3311,5BZUJ0058+3311,fsrq,14.63362102,33.18811493,1.369,LSP,13.31,0.98,0.0,0.0,8.25,4.654869E-10,2.4073,PowerLaw,2.41,160.6733,0,19.7705,20.04,153,5BZU J0058+3311,0,58,32.05,+,33,11,17.41,124.64,-29.66,1.369," ",20.9,Blazar Uncertain type,161.0,0,0.0,8.0E-10,0.729,14.633541666666668,33.18816944444444,0.30930649709823427
78,3FGL J0059.1- 5701,PKS 0056-572,5BZUJ0058-5659,bcu I,14.69408823,-56.98651954,0.018,LSP,12.778,1.0,0.87,0.0,11.24,4.9518623E-10,2.6164,PowerLaw,2.62,479.4,2.79e- 12,17.1454,0.0,155,5BZU J0058-5659,0,58,46.57,-,56,59,11.5,300.92,-60.12,0.0," ",17.4,Blazar Uncertain type,485.0,663,1.38,6.0E-10,0.639,14.694041666666667,-56.98652777777778,0.09602402636631224
79,3FGL J0059.2- 0152,1RXS J005916.3- 015030,5BZGJ0059-0150,bll,14.82053191,-1.838240181,0.144,HSP,15.815,0.99,0.0,0.83,6.01,2.5755303E-10,1.7376,PowerLaw,1.74,18.1395,2.15e- 12,16.2975,16.36,158,5BZG J0059-0150,0,59,16.91,-,1,50,17.69,127.51,-64.64,0.114," ",17.1,BL Lac-galaxy dominated,18.0,0,1.01,2.0E-10,0.268,14.820458333333333,-1.8382472222222224,0.26595045293869335
80,3FGL J0059.6+0003,PKS 0056-00,5BZQJ0059+0006,fsrq,14.77297887,0.114339136,0.719,LSP,13.291,0.96,0.92,0.0,4.5,2.6460015E-10,2.484,PowerLaw,2.48,2509.4783,9.13e- 13,17.728,17.44,157,5BZQ J0059+0006,0,59,5.51,+,0,6,51.69,127.1,-62.7,0.719," ",17.5,QSO RLoud flat radio sp.,2510.0,0,0.47,0.0,0.754,14.772958333333333,0.11435833333333334,0.10120358808389582
81,3FGL J0100.2+0745,GB6 J0100+0745,5BZUJ0100+0745,bll,15.08660996,7.764279811,0.0,LSP,13.358,1.0,0.89,0.0,23.08,1.5588008E-9,1.7966,PowerLaw,1.8,98.8814,0,0.0,0.0,160,5BZU J0100+0745,1,0,20.8,+,7,45,51.4,126.78,-55.04,0.0," ",21.3,Blazar Uncertain type,99.0,0,0.0,2.0E-9,0.769,15.086666666666668,7.764277777777778,0.20240485416943582
82,3FGL J0102.3+4217,GB6 J0102+4214,5BZQJ0102+4214,fsrq,15.613125,42.23860941,0.874,LSP,13.278,0.99,0.0,0.0,12.72,5.2554044E-10,2.6917,PowerLaw,2.69,43.2222,0,20.6234,17.93,165,5BZQ J0102+4214,1,2,27.11,+,42,14,19.28,125.1,-20.59,0.874," ",18.7,QSO RLoud flat radio sp.,43.0,0,0.0,8.0E-10,0.557,15.612958333333335,42.23868888888889,0.5283844893791715
84,3FGL J0105.1- 2415,PKS 0102-245,5BZQJ0104-2416,fsrq,16.24252245,-24.2745682,1.747,LSP,12.639,1.0,0.84,0.0,13.2,5.4025812E-10,2.6084,PowerLaw,2.61,234.6631,0,19.7291,0.0,171,5BZQ J0104-2416,1,4,58.19,-,24,16,28.41,170.54,-85.83,1.747," ",19.9,QSO RLoud flat radio sp.,235.0,617,0.0,8.0E-10,0.784,16.24245833333333,-24.27455833333333,0.21338928415577277
85,3FGL J0105.3+3928,GB6 J0105+3928,5BZBJ0105+3928,bll,16.28831565,39.47092307,0.44,LSP,13.618,1.0,0.8,0.0,8.13,4.4139892E-10,2.3259,PowerLaw,2.33,91.5759,0,18.034,0.0,172,5BZB J0105+3928,1,5,9.29,+,39,28,15.31,125.81,-23.33,0.44,?,18.2,BL Lac,91.0,0,0.0,6.0E-10,0.471,16.288708333333332,39.47091944444445,1.0913490795600675
87,3FGL J0108.5- 0035,PKS 0105-008,5BZQJ0108-0037,fsrq,17.11184406,-0.623379325,1.37463,LSP,13.398,0.97,0.89,0.0,4.18,2.6824926E-10,2.3937,PowerLaw,2.39,932.8395,0,17.3056,17.15,180,5BZQ J0108-0037,1,8,26.83,-,0,37,24.2,132.39,-63.19,1.374," ",17.3,QSO RLoud flat radio sp.,933.0,0,0.0,0.0,0.671,17.111791666666665,-0.6233888888888889,0.19172169714276174
88,3FGL J0108.7+0134,4C +01.02,5BZQJ0108+0135,fsrq,17.16154628,1.583421436,2.099,LSP,13.181,1.0,0.98,0.0,71.65,5.2699587E-9,2.2601,LogParabola,2.39,2621.3425,4.30e- 13,18.7792,17.49,181,5BZQ J0108+0135,1,8,38.76,+,1,35,0.31,131.82,-60.99,2.099," ",18.1,QSO RLoud flat radio sp.,2621.0,1634,0.22,6.4E-9,0.838,17.161499999999997,1.5834194444444445,0.16669863249822625
89,3FGL J0109.1+1816,MG1 J010908+1816,5BZBJ0109+1816,bll,17.28407023,18.26875029,0.443,HSP,15.019,1.0,0.88,0.94,10.48,5.6220367E-10,2.0398,PowerLaw,2.04,90.8724,9.75e- 12,15.7406,16.37,182,5BZB J0109+1816,1,9,8.17,+,18,16,7.5,128.81,-44.4,0.0," ",16.9,BL Lac,90.0,0,4.51,5.0E-10,0.395,17.284041666666667,18.26875,0.09765069930735451
91,3FGL J0110.9- 1254,1RXS J011050.0- 125455,5BZBJ0110-1255,bll,17.7081927,-12.9180659,0.234,HSP,16.541,1.0,0.0,0.93,5.81,2.8746217E-10,1.9252,PowerLaw,1.93,17.4963,1.51e- 11,16.9418,0.0,189,5BZB J0110-1255,1,10,49.97,-,12,55,3.5,141.59,-75.09,0.234,?,16.7,BL Lac,17.0,0,7.78,0.0,0.264,17.70820833333333,-12.917638888888888,1.5382184367408358
92,3FGL J0111.5+0535,1RXS J011130.5+053612,5BZBJ0111+0536,bll,17.8762732,5.6073214,0.346,-,0.0,1.0,0.0,0.88,5.15,2.5035923E-10,1.9169,PowerLaw,1.92,16.6643,4.50e- 12,19.0971,18.09,191,5BZB J0111+0536,1,11,30.18,+,5,36,27.28,132.1,-56.91,0.346," ",18.8,BL Lac Candidate,16.0,0,2.08,0.0,0.387,17.87575,5.607577777777777,2.089409222986151
93,3FGL J0112.1+2245,S2 0109+22,5BZBJ0112+2244,bll,18.02426965,22.74410731,0.265,ISP,14.325,1.0,0.95,0.95,81.13,8.7038003E-9,1.9073,LogParabola,2.03,385.8865,4.70e- 12,15.621,14.22,194,5BZB J0112+2244,1,12,5.81,+,22,44,38.79,129.14,-39.88,0.265," ",14.8,BL Lac,385.0,0,1.93,7.1E-9,0.343,18.02420833333333,22.744108333333333,0.20360875092760095
94,3FGL J0112.8+3207,4C 31.03,5BZQJ0112+3208,fsrq,18.20972099,32.13817572,0.603,ISP,14.461,1.0,0.96,0.0,44.54,3.0351306E-9,2.3626,PowerLaw,2.36,684.8049,0,19.0233,15.97,200,5BZQ J0112+3208,1,12,50.33,+,32,8,17.41,128.19,-30.52,0.603," ",16.4,QSO RLoud flat radio sp.,685.0,0,4.38,4.6E-9,0.547,18.209708333333335,32.13816944444444,0.04470993963936087
96,3FGL J0113.0- 3554,PMN J0113-3551,5BZQJ0113-3551,fsrq,18.31606838,-35.86343536,1.22,LSP,13.106,1.0,0.81,0.0,7.68,3.1898961E-10,2.5028,PowerLaw,2.5,180.1604,0,20.2674,0.0,201,5BZQ J0113-3551,1,13,15.84,-,35,51,47.91,276.27,-80.11,1.22," ",19.9,QSO RLoud flat radio sp.,180.0,478,0.0,4.0E-10,0.771,18.316000000000003,-35.863308333333336,0.4989181396632989
97,3FGL J0113.4+4948,S4 0110+49,5BZQJ0113+4948,fsrq,18.36252838,49.80667864,0.389,LSP,13.253,1.0,0.95,0.9,12.22,8.5819196E-10,2.2991,PowerLaw,2.3,667.4039,2.96e- 12,18.8256,0.0,202,5BZQ J0113+4948,1,13,26.99,+,49,48,24.01,126.57,-12.91,0.389," ",17.8,QSO RLoud flat radio sp.,667.0,465,0.77,9.0E-10,0.643,18.362458333333336,49.806669444444445,0.16607413347663771
98,3FGL J0114.8+1326,GB6 J0114+1325,5BZBJ0114+1325,bll,18.71990408,13.4270902,0.583,ISP,14.999,1.0,0.86,0.0,19.02,1.3008902E-9,2.0773,PowerLaw,2.08,64.0045,0,17.2595,16.89,205,5BZB J0114+1325,1,14,52.77,+,13,25,37.48,131.64,-49.05,0.0," ",17.4,BL Lac,63.0,0,0.48,1.2E-9,0.424,18.719875000000002,13.427077777777777,0.1112138062788057
99,3FGL J0115.7+0356,PMN J0115+0356,5BZBJ0115+0356,bll,18.91879865,3.945361894,0.0,HSP,15.1,1.0,0.87,0.0,17.5,1.1986299E-9,2.1181,PowerLaw,2.12,99.5494,0,19.6699,16.31,209,5BZB J0115+0356,1,15,40.5,+,3,56,43.29,134.51,-58.38,0.0," ",16.7,BL Lac,99.0,0,0.56,1.5E-9,0.398,18.91875,3.9453583333333335,0.17519450830518463
100,3FGL J0115.8+2519,RX J0115.7+2519,5BZBJ0115+2519,bll,18.94225891,25.33148468,0.358,HSP,15.423,1.0,0.86,0.94,17.03,1.150902E-9,1.9869,PowerLaw,1.99,38.2683,5.03e- 12,18.2264,16.68,210,5BZB J0115+2519,1,15,46.14,+,25,19,53.39,129.83,-37.22,0.0," ",17.3,BL Lac,38.0,0,2.07,1.3E-9,0.353,18.94225,25.33149722222222,0.0536584414867287
101,3FGL J0116.0- 1134,PKS 0113-118,5BZQJ0116-1136,fsrq,19.05217512,-11.60428744,0.67,LSP,13.103,1.0,0.96,0.81,19.86,1.2034322E-9,2.3439,PowerLaw,2.34,1785.387,1.75e- 12,17.5557,0.0,212,5BZQ J0116-1136,1,16,12.52,-,11,36,15.4,144.66,-73.43,0.671," ",17.7,QSO RLoud flat radio sp.,1785.0,919,0.9,1.5E-9,0.762,19.052166666666665,-11.604277777777778,0.04581005737926798
103,3FGL J0116.3- 6153,SUMSS J011619- 615343,5BZBJ0116-6153,bll,19.0817192,-61.8954205,0.0,ISP,14.525,1.0,0.0,0.0,9.9,4.1408729E-10,1.9621,PowerLaw,1.96,26.9,0,17.9754,0.0,213,5BZB J0116-6153,1,16,19.61,-,61,53,43.51,297.82,-54.99,0.0," ",17.8,BL Lac,27.0,0,0.0,3.0E-10,0.38,19.08170833333333,-61.89541944444444,0.01881644434090718
104,3FGL J0117.8- 2113,PKS 0115-214,5BZQJ0117-2111,fsrq,19.45325058,-21.18517588,1.49,LSP,13.516,1.0,0.88,0.0,9.38,8.4452517E-10,2.3226,PowerLaw,2.32,254.7735,0,0.0,0.0,217,5BZQ J0117-2111,1,17,48.78,-,21,11,6.68,169.67,-81.55,1.49," ",17.2,QSO RLoud flat radio sp.,255.0,0,0.0,0.0,0.566,19.453249999999997,-21.185188888888888,0.04687245027565172
105,3FGL J0118.8- 2142,PKS 0116-219,5BZQJ0118-2141,fsrq,19.73859242,-21.69170559,1.165,LSP,13.18,1.0,0.92,0.0,28.43,3.0032412E-9,2.348,LogParabola,2.28,447.8999,2.50e- 13,19.8584,0.0,218,5BZQ J0118-2141,1,18,57.25,-,21,41,30.08,173.43,-81.71,1.165," ",17.6,QSO RLoud flat radio sp.,447.0,756,0.14,4.3E-9,0.655,19.738541666666666,-21.69168888888889,0.18010530960153104
107,3FGL J0120.4- 2700,PKS 0118-272,5BZBJ0120-2701,bll,20.13193078,-27.02351461,0.0,ISP,14.325,1.0,0.97,0.9,45.64,3.6857384E-9,1.9141,PowerLaw,1.91,934.7742,1.27e- 12,16.1782,0.0,219,5BZB J0120-2701,1,20,31.66,-,27,1,24.7,213.64,-83.53,0.0," ",15.5,BL Lac,934.0,431,0.72,4.3E-9,0.516,20.13191666666667,-27.023527777777776,0.06554142203024302
109,3FGL J0122.8+3423,1ES 0120+340,5BZBJ0123+3420,bll,20.7856494,34.3465021,0.272,HSP,17.464,0.99,0.0,0.93,9.58,3.0583985E-10,1.4847,PowerLaw,1.48,45.7066,6.14e- 11,16.8868,16.58,228,5BZB J0123+3420,1,23,8.63,+,34,20,48.51,130.34,-28.07,0.272," ",17.9,BL Lac,44.0,0,25.3,4.0E-10,0.473,20.785958333333333,34.346808333333335,1.4347626488984133
111,3FGL J0125.2- 0627,PMN J0124-0624,5BZBJ0124-0625,bll,21.21035809,-6.416925703,2.117,ISP,14.134,0.98,0.0,0.0,5.47,3.5903458E-10,2.2079,PowerLaw,2.21,41.6081,0,20.4365,18.47,234,5BZB J0124-0625,1,24,50.47,-,6,25,0.91,145.4,-67.82,0.0," ",19.1,BL Lac,41.0,0,0.0,6.0E-10,0.578,21.210291666666663,-6.416919444444445,0.2386916301851507
112,3FGL J0125.4- 2548,PKS 0122-260,5BZBJ0125-2549,bll,21.32848946,-25.817886,0.0,LSP,13.36,0.99,0.84,0.0,8.71,4.5559684E-10,2.1296,PowerLaw,2.13,166.1506,0,20.2108,0.0,238,5BZB J0125-2549,1,25,18.83,-,25,49,4.4,205.02,-82.31,0.0," ",19.2,BL Lac,166.0,0,0.0,0.0,0.722,21.328458333333337,-25.817888888888888,0.10140560313259912
113,3FGL J0126.1- 2227,PKS 0123-226,5BZQJ0126-2222,fsrq,21.56250695,-22.37600097,0.72,ISP,14.641,0.92,0.88,0.0,10.35,6.1247774E-10,2.4303,PowerLaw,2.43,611.9944,4.60e- 13,18.6932,0.0,240,5BZQ J0126-2222,1,26,15.0,-,22,22,33.6,183.78,-80.79,0.717," ",18.3,QSO RLoud flat radio sp.,612.0,0,0.23,0.0,0.689,21.5625,-22.376,0.023398177980320643
114,3FGL J0127.1- 0818,PMN J0127-0821,5BZBJ0127-0821,bll,21.81796339,-8.358026589,0.36,LSP,13.399,0.99,0.0,0.0,10.56,6.2657168E-10,2.2123,PowerLaw,2.21,112.6177,0,18.3046,18.04,245,5BZB J0127-0821,1,27,16.31,-,8,21,28.9,148.9,-69.41,0.36,?,18.7,BL Lac,112.0,0,0.11,0.0,0.666,21.81795833333333,-8.358027777777778,0.018512124012658025
116,3FGL J0127.9+2551,4C +25.05,5BZQJ0126+2559,fsrq,21.67830267,25.98369447,2.358,ISP,14.286,0.92,0.8,0.0,7.14,1.8953766E-10,3.0998,PowerLaw,3.1,1003.1298,1.93e- 12,17.8733,17.71,241,5BZQ J0126+2559,1,26,42.78,+,25,59,1.21,132.76,-36.22,2.358," ",18.1,QSO RLoud flat radio sp.,1003.0,330,0.69,0.0,0.733,21.67825,25.983669444444445,0.19279092342422896
117,3FGL J0128.5+4430,GB6 J0128+4439,5BZUJ0128+4439,fsrq,22.17224547,44.65499474,0.228,LSP,13.969,0.98,0.0,0.0,7.55,4.7884935E-10,2.332,PowerLaw,2.33,36.9443,0,20.06,0.0,248,5BZU J0128+4439,1,28,41.33,+,44,39,18.0,129.87,-17.72,0.228," ",20.3,Blazar Uncertain type,40.0,0,0.0,6.0E-10,0.584,22.172208333333334,44.655,0.0969689089072489
120,3FGL J0132.6- 1655,PKS 0130-17,5BZQJ0132-1654,fsrq,23.18119777,-16.91347831,1.02,LSP,13.435,1.0,0.96,0.0,34.58,1.9207704E-9,2.4301,PowerLaw,2.43,830.7576,0,17.145,0.0,253,5BZQ J0132-1654,1,32,43.47,-,16,54,48.38,168.11,-76.02,1.02," ",18.6,QSO RLoud flat radio sp.,830.0,791,0.27,2.1E-9,0.777,23.181124999999998,-16.913438888888887,0.2880291609285562
121,3FGL J0133.0- 4413,SUMSS J013306- 441422,5BZBJ0133-4414,bll,23.27654122,-44.23927792,0.0,ISP,14.488,1.0,0.0,0.0,7.75,3.7625444E-10,2.1562,PowerLaw,2.16,82.3,0,18.8215,0.0,255,5BZB J0133-4414,1,33,6.36,-,44,14,21.4,279.54,-70.96,0.0," ",18.1,BL Lac,65.0,0,0.0,5.0E-10,0.483,23.276500000000002,-44.23927777777778,0.10631408637272759
122,3FGL J0133.2- 5159,PKS 0131-522,5BZUJ0133-5200,bcu I,23.2740106,-52.00109599,0.0,LSP,12.063,1.0,1.0,0.0,4.51,1.8920514E-10,2.6276,PowerLaw,2.63,1198.0,1.78e- 12,18.923,0.0,254,5BZU J0133-5200,1,33,5.76,-,52,0,3.88,288.26,-63.93,0.0," ",17.8,Blazar Uncertain type,352.0,218,0.88,0.0,0.661,23.274,-52.00107777777778,0.06964597979432638
124,3FGL J0134.3- 3842,PMN J0134-3843,5BZQJ0134-3843,fsrq,23.63345888,-38.72593969,2.14,LSP,13.137,1.0,0.91,0.0,6.92,3.1318284E-10,2.3312,PowerLaw,2.33,569.6524,0,22.3918,0.0,257,5BZQ J0134-3843,1,34,32.03,-,38,43,33.38,267.8,-75.32,2.14,?,17.7,QSO RLoud flat radio sp.,569.0,412,0.62,0.0,0.672,23.633458333333333,-38.72593888888889,0.0032672149399383234
125,3FGL J0134.5+2638,1RXS J013427.2+263846,5BZBJ0134+2638,bcu I,23.61747828,26.64528102,0.0,HSP,15.81,1.0,0.0,0.88,11.97,8.431027E-10,1.9911,PowerLaw,1.99,30.5724,2.59e- 12,16.4339,16.46,256,5BZB J0134+2638,1,34,28.19,+,26,38,42.9,134.71,-35.24,0.0," ",17.0,BL Lac,31.0,0,0.91,9.0E-10,0.301,23.61745833333333,26.64525,0.12880203975247373
126,3FGL J0136.5+3905,B3 0133+388,5BZBJ0136+3905,bll,24.13582657,39.09977723,0.0,HSP,16.195,1.0,0.93,0.98,56.92,4.8535629E-9,1.6956,PowerLaw,1.7,60.6358,2.33e- 11,16.0602,0.0,260,5BZB J0136+3905,1,36,32.58,+,39,5,59.2,132.41,-22.94,0.0," ",15.5,BL Lac,60.0,0,9.6,4.5E-9,0.243,24.13575,39.09977777777778,0.21392850846612474
127,3FGL J0137.0+4752,OC 457,5BZQJ0136+4751,fsrq,24.24414502,47.85808334,0.859,LSP,13.084,1.0,0.97,0.0,55.94,5.096124E-9,2.1465,LogParabola,2.27,1138.0917,0,18.3309,17.24,261,5BZQ J0136+4751,1,36,58.59,+,47,51,29.08,130.78,-14.32,0.859," ",18.1,QSO RLoud flat radio sp.,1138.0,2811,1.04,7.2E-9,0.753,24.244125,47.85807777777778,0.05233991118803097
128,3FGL J0137.6- 2430,PKS 0135-247,5BZQJ0137-2430,fsrq,24.40977688,-24.51496819,0.835,LSP,12.919,1.0,0.96,0.87,22.53,1.0193285E-9,2.5176,PowerLaw,2.52,1181.9996,2.08e- 12,17.0939,0.0,263,5BZQ J0137-2430,1,37,38.34,-,24,30,53.89,201.38,-79.29,0.835," ",15.9,QSO RLoud flat radio sp.,1181.0,1812,1.29,1.0E-9,0.588,24.409750000000003,-24.514969444444443,0.08816038694354283
130,3FGL J0141.4- 0929,PKS 0139-09,5BZBJ0141-0928,bll,25.35763396,-9.478798383,0.73,LSP,13.038,1.0,0.96,0.85,29.46,2.0650377E-9,2.1229,PowerLaw,2.12,657.4735,6.96e- 13,17.4453,16.57,271,5BZB J0141-0928,1,41,25.82,-,9,28,43.71,159.04,-68.77,0.73,?,17.2,BL Lac,657.0,0,0.36,1.6E-9,0.605,25.35758333333333,-9.478808333333333,0.18330178096853045
131,3FGL J0143.7- 5845,SUMSS J014347- 584550,5BZBJ0143-5845,bll,25.94754533,-58.76427763,0.0,HSP,16.4,1.0,0.0,0.0,18.98,9.8250941E-10,1.8384,PowerLaw,1.84,28.3,0,17.457,0.0,278,5BZB J0143-5845,1,43,47.41,-,58,45,51.4,290.45,-57.08,0.0," ",16.6,BL Lac,28.0,0,11.4,1.2E-9,0.277,25.947541666666666,-58.76427777777778,0.006859433363850014
132,3FGL J0144.6+2705,TXS 0141+268,5BZBJ0144+2705,bll,26.13980778,27.08419944,0.0,LSP,13.4,1.0,0.93,0.0,50.61,4.5340975E-9,2.0632,LogParabola,2.16,217.1599,0,0.0,18.03,279,5BZB J0144+2705,1,44,33.54,+,27,5,3.08,137.26,-34.31,0.0," ",19.5,BL Lac,217.0,0,0.36,3.4E-9,0.76,26.13975,27.08418888888889,0.18905265125984005
