Entry number,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),Redshift,SED Class,Log νSync. Z corr. (Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Spectral Index,Spectral Type,Power Law Index,Radio flux (mJy),X Flux (erg cm-2 s-1),USNO Vmag,SDSS Vmag
1018,3FGL J1357.6+7643,S5 1357+76,5BZQJ1357+7643,fsrq,209.4807147,76.72251416,1.585,LSP,12.717,1,0.92,0,12.79,0.00000000051974586,2.4841,PowerLaw,2.48,647.2776,0,19.9592,0
1019,3FGL J1359.0+5544,87GB 135720.6+555936,5BZQJ1359+5544,fsrq,209.773931,55.74149539,1.014,ISP,14.154,1,0.85,0,17.44,0.00000000061546024,2.5926,PowerLaw,2.59,128.0274,0,19.5005,0
1020,3FGL J1359.2+0204,PKS 1356+022,5BZQJ1359+0159,fsrq,209.8631222,1.998489708,1.33,LSP,13.127,0.97,0.89,0,4.79,0.00000000036678524,2.3329,PowerLaw,2.33,808.4842,9.12e- 13,17.4121,18.3
1021,3FGL J1359.9- 3746,PMN J1359-3746,5BZBJ1359-3746,bll,209.957247,-37.7669033,0.334,ISP,14.975,1,0.88,0,11.7,0.00000000082527019,2.0237,PowerLaw,2.02,103.3598,0,16.084,0
1022,3FGL J1404.8+0401,MS 1402.3+0416,5BZBJ1404+0402,bll,211.2121279,4.033959881,0.344,HSP,15.828,1,0.82,0.91,10.38,0.000000000618532,1.982,PowerLaw,1.98,42.4451,4.46e- 12,16.9677,15.99
1023,3FGL J1404.8+6554,NVSS J140450+655428,5BZBJ1404+6554,bll,211.208594,65.9078663,0.363,HSP,16.109,1,0,0.87,7.16,0.00000000027688477,2.0933,PowerLaw,2.09,15.5111,2.87e- 12,17.6662,17.79
1024,3FGL J1406.0- 2508,NVSS J140609- 250808,,bcu II,211.5400419,-25.13593805,0,HSP,15.1,1,0,0,9.54,0.00000000057944843,1.8929,PowerLaw,1.89,30.8318,0,16.3724,0
1025,3FGL J1406.6+1644,RBS 1350,5BZBJ1406+1642,bll,211.746257,16.7025525,0,HSP,16.58,0.88,0,0.8,5.06,0.00000000019166252,1.6473,PowerLaw,1.65,8.4047,5.43e- 12,18.2019,17.85
1026,3FGL J1407.7- 4256,SUMSS J140739- 430231,,bcu II,211.9155037,-43.04220545,0,LSP,12.917,0.97,0.8,0,8.15,0.00000000058990451,2.1371,PowerLaw,2.14,261,0,17.4685,0
1027,3FGL J1408.8- 0751,PKS B1406-076,5BZQJ1408-0752,fsrq,212.2353383,-7.874074078,1.494,LSP,13.192,1,0.94,0,20.84,0.0000000017896628,2.3798,PowerLaw,2.38,689.3622,0,19.2805,0
1028,3FGL J1410.4+2821,RX J1410.4+2821,5BZBJ1410+2820,bll,212.622627,28.3487204,0,HSP,15.75,1,0,0.83,7,0.00000000034090378,1.9746,PowerLaw,1.97,28.9008,1.99e- 12,18.0495,17.08
1029,3FGL J1412.0+5249,SBS 1410+530,,bcu I,212.9560153,52.81672862,0.07649,HSP,15.396,0.99,0.93,0,4.65,0.00000000017162642,2.5622,PowerLaw,2.56,847.6057,8.29e- 13,10.6706,13.89
1030,3FGL J1415.0- 1001,PKS B1412-096,5BZQJ1415-0955,fsrq,213.8368081,-9.932869797,2.001,ISP,14.077,0.98,0,0,4.07,0.00000000028766936,2.4943,PowerLaw,2.49,262.9528,0,19.324,0
1031,3FGL J1415.2+4832,RX J1415.5+4830,5BZBJ1415+4830,bll,213.903334,48.50845991,0.496,ISP,14.335,0.98,0,0,6.71,0.00000000022100956,2.6685,PowerLaw,2.67,41.9385,0,18.6177,18.08
1032,3FGL J1416.0+1325,PKS B1413+135,5BZUJ1415+1320,bcu I,213.995073,13.33992021,0.247,LSP,12.961,0.99,0.91,0,9.29,0.00000000053048665,2.3634,PowerLaw,2.36,1092.1969,0,19.5799,18.04
1033,3FGL J1416.1- 2417,NVSS J141612- 241812,5BZBJ1416-2418,bll,214.0507332,-24.30375611,0.13557,LSP,13.895,1,0.84,0.85,7.59,0.00000000046797216,1.8528,PowerLaw,1.85,73.0382,1.69e- 12,15.0828,0
1034,3FGL J1417.8+2540,1E 1415.6+2557,5BZBJ1417+2543,bll,214.486128,25.72395674,0.237,HSP,15.452,0.99,0,0.93,6.54,0.00000000035118891,2.1637,PowerLaw,2.16,89.6832,2.70e- 11,15.5557,16.39
1036,3FGL J1418.5+3543,NVSS J141828+354250,,bcu II,214.6190908,35.7137396,0,ISP,14.075,1,0.85,0,36.32,0.0000000025116171,2.0584,PowerLaw,2.06,61.2255,0,20.0152,19.36
1037,3FGL J1418.9+7731,1RXS J141901.8+773229,5BZBJ1419+7732,bcu II,214.7514794,77.54148425,0,HSP,15.9,1,0,0.88,11.24,0.00000000046419207,1.9063,PowerLaw,1.91,8.2626,2.30e- 12,18.0931,0
1038,3FGL J1419.5+0449,SDSS J141927.49+044513.7,5BZBJ1419+0445,bll,214.86559,4.75386987,0,ISP,14.755,0.99,0,0,4.35,0.00000000022084636,1.7506,PowerLaw,1.75,26.5581,0,18.9518,17.83
1039,3FGL J1419.5- 0836,NVSS J141922- 083830,5BZUJ1419-0838,bcu II,214.8439835,-8.642261192,0,LSP,12.76,0.99,0.94,0,14.88,0.0000000011015213,2.2705,PowerLaw,2.27,343,0,19.1948,0
1040,3FGL J1419.8+3819,B3 1417+385,5BZQJ1419+3821,fsrq,214.944224,38.36346527,1.831,LSP,13.002,1,0.92,0,12.51,0.00000000059892058,2.3646,PowerLaw,2.36,612.202,3.04e- 13,19.2855,18.85
1041,3FGL J1419.9+5425,OQ 530,5BZBJ1419+5423,bll,214.9441559,54.38744085,0.153,LSP,13.977,1,0.94,0.82,20.08,0.00000000096471275,2.3075,PowerLaw,2.31,788.7688,1.30e- 12,14.6573,14.85
1042,3FGL J1421.0- 1122,PMN J1420-1118,,bcu II,215.2506282,-11.30566777,0,LSP,13.285,0.98,0,0,6.46,0.00000000044591519,2.0642,PowerLaw,2.06,48.3791,0,19.266,0
1043,3FGL J1422.4+3227,OQ 334,5BZQJ1422+3223,fsrq,215.626579,32.38623336,0.682,LSP,13.143,0.98,0.81,0,4.63,0.00000000020494917,2.5597,PowerLaw,2.56,405.3197,0,18.7548,18.88
1044,3FGL J1422.8+5801,1ES 1421+582,5BZBJ1422+5801,bll,215.6620121,58.03208828,0.635,HSP,17.718,1,0,0.95,6.95,0.00000000026964955,2.0181,PowerLaw,2.02,13.3485,2.50e- 11,18.7962,17.8
1045,3FGL J1422.8- 7828,PKS 1418-782,5BZQJ1423-7829,fsrq,215.9314557,-78.49302771,0.788,LSP,13.022,1,0.86,0,4.37,0.00000000032822919,2.0451,PowerLaw,2.05,257.2,0,20.0545,0
1046,3FGL J1424.3+0434,TXS 1421+048,5BZBJ1424+0434,bll,216.0395872,4.581134228,0,LSP,13.735,0.99,0.84,0,6.19,0.00000000036282335,2.3612,PowerLaw,2.36,220.8039,0,17.5928,17.08
1047,3FGL J1424.9+3615,FBQS J142455.5+361536,5BZBJ1424+3615,bll,216.2312983,36.26001145,0,ISP,14.909,1,0.89,0,15.37,0.00000000086497931,2.0961,PowerLaw,2.1,91.1654,3.37e- 13,17.9596,17.12
1048,3FGL J1426.2+3402,RGB J1426+340,5BZBJ1426+3404,bll,216.5321508,34.07397905,0,LSP,13.75,0.99,0,0,6.93,0.00000000032374098,1.9292,PowerLaw,1.93,35.208,4.61e- 13,17.1533,16.92
1049,3FGL J1427.0+2347,PKS 1424+240,5BZBJ1427+2348,bll,216.7516324,23.80001043,0,HSP,15.344,1,0.97,0.97,107.35,0.000000013553806,1.7598,LogParabola,1.82,430.2013,6.94e- 12,14.7349,14.15
1050,3FGL J1427.6- 3305,PKS B1424-328,5BZBJ1427-3305,bll,216.922338,-33.09208497,0,LSP,12.9,1,0.9,0.89,19.6,0.0000000015870325,2.4184,PowerLaw,2.42,161.147,2.14e- 12,19.0651,0
1051,3FGL J1427.8- 3215,NVSS J142750- 321515,,bcu II,216.9591982,-32.25472353,0,ISP,14.384,0.99,0,0,4.49,0.00000000031401487,2.036,PowerLaw,2.04,12.1982,0,17.668,0
1052,3FGL J1427.9- 4206,PKS B1424-418,5BZQJ1427-4206,fsrq,216.9845732,-42.10539936,1.552,LSP,13.517,1,0.99,0,129.82,0.000000018214713,2.0787,LogParabola,2.21,3862,0,17.1036,0
1053,3FGL J1428.5+4240,H 1426+428,5BZBJ1428+4240,bll,217.1358708,42.67251332,0.129,HSP,17.275,1,0.89,0.98,16.7,0.00000000066021627,1.5746,PowerLaw,1.57,58.8909,5.25e- 11,14.6084,15.56
1054,3FGL J1434.1+4203,B3 1432+422,5BZQJ1434+4203,fsrq,218.5237269,42.05444205,1.24,LSP,13.635,1,0.89,0,8.36,0.00000000036432932,2.3921,PowerLaw,2.39,308.7296,0,20.6431,18.95
1055,3FGL J1434.6+1951,OQ 253,5BZQJ1434+1952,fsrq,218.6658057,19.86687102,1.382,LSP,13.096,1,0.87,0,4.46,0.00000000036050199,2.2476,PowerLaw,2.25,407.7868,0,19.2432,19.47
1056,3FGL J1434.6+6640,1RXS J143442.0+664031,,bcu II,218.674014,66.6740643,0,HSP,15.379,1,0,0.8,6.91,0.00000000014941971,1.5166,PowerLaw,1.52,9.9383,5.03e- 13,0,0
1057,3FGL J1435.2+2023,TXS 1433+205,5BZUJ1435+2021,bll,218.8414163,20.35496311,0.748,HSP,15.011,1,0.88,0,5.83,0.00000000043397874,2.5544,PowerLaw,2.55,376.6054,0,18.9652,18.14
1058,3FGL J1436.8+2322,PKS B1434+235,5BZQJ1436+2321,fsrq,219.1707545,23.35090548,1.544,LSP,13.551,1,0.93,0,8.06,0.00000000044949294,2.4076,PowerLaw,2.41,817.5916,0,19.1057,18.59
1059,3FGL J1436.8+5639,RBS 1409,5BZBJ1436+5639,bll,219.2404952,56.65690566,0.15,HSP,16.881,1,0.8,0.9,11.75,0.00000000047076992,1.985,PowerLaw,1.98,21.4109,2.69e- 12,18.8121,18.06
1060,3FGL J1438.7+3710,B2 1436+37B,5BZQJ1438+3710,fsrq,219.7233791,37.17650457,2.401,LSP,13.747,1,0.92,0,28.06,0.0000000015064326,2.3646,PowerLaw,2.36,357.0522,2.01e- 13,19.7449,21.22
1061,3FGL J1439.2+3931,PG 1437+398,5BZBJ1439+3932,bll,219.8228285,39.54522432,0.349,HSP,16.128,1,0.81,0.95,10.12,0.00000000044442011,1.7709,PowerLaw,1.77,42.9276,1.79e- 11,16.6747,16.23
1062,3FGL J1440.0- 3955,1RXS J143949.8- 395524,,bcu II,219.962692,-39.9215623,0,HSP,15.728,0,0,0.8,5.54,0.00000000031963329,1.8638,PowerLaw,1.86,19.9333,1.24e- 12,16.4356,0
1063,3FGL J1440.1+4955,GB6 J1439+4958,5BZBJ1439+4958,bll,219.9457341,49.96818203,0,LSP,12.958,1,0,0,10.48,0.00000000040116313,2.6017,PowerLaw,2.6,111.734,3.01e- 13,18.9398,16.96
1064,3FGL J1440.2- 1538,PKS 1437-153,5BZBJ1439-1531,bll,219.9869669,-15.53070978,0,LSP,13.46,0.97,0.84,0,6.92,0.00000000057406252,2.3451,PowerLaw,2.35,641.0927,0,19.7412,0
1065,3FGL J1440.4- 3845,1RXS J144037.4- 384658,,bll,220.157835,-38.7813564,0,HSP,17.129,0,0,0.96,8.12,0.00000000046097645,1.7307,PowerLaw,1.73,23.5451,3.65e- 11,16.9965,0
1066,3FGL J1440.9+0610,PMN J1440+0610,5BZBJ1440+0610,bll,220.2205782,6.171164683,0.396,HSP,15.183,1,0.86,0.83,14.45,0.0000000009345249,2.2472,PowerLaw,2.25,90.3625,9.64e- 13,17.5968,16.62
1067,3FGL J1442.0+4348,SDSS J144207.15+434836.6,5BZBJ1442+4348,bll,220.529804,43.81019839,0,ISP,14.984,1,0.8,0,7.8,0.00000000029474423,1.7796,PowerLaw,1.78,46.589,0,19.7251,17.61
1068,3FGL J1442.6+5156,3C 303,,rdg,220.7615029,52.02702741,0.14119,-,0,1,0.94,0.81,4.25,0.00000000018987657,1.9118,PowerLaw,1.91,2543.9875,5.25e- 12,15.2824,15.9
1069,3FGL J1442.8+1200,1ES 1440+122,5BZBJ1442+1200,bll,220.7011527,12.01121511,0.16309,HSP,16.354,1,0.86,0.95,11.1,0.00000000055881044,1.7955,PowerLaw,1.8,69.269,1.38e- 11,15.1397,16.4
1070,3FGL J1443.9+2502,PKS 1441+25,5BZQJ1443+2501,fsrq,220.9870508,25.02902516,0.939,-,0,1,0.93,0,15.22,0.00000000094980068,2.1276,PowerLaw,2.13,362.2502,0,19.261,18.96
1071,3FGL J1444.0- 3907,PKS 1440-389,5BZBJ1443-3908,bll,220.9883234,-39.14446036,0.0654,HSP,15.678,0.99,0.88,0.95,33.99,0.0000000032323992,1.811,PowerLaw,1.81,110.3926,1.59e- 11,14.8075,0
1073,3FGL J1446.1- 1628,PKS B1443-162,5BZBJ1445-1629,bll,221.4724012,-16.48378311,0,LSP,12.83,0.99,0.92,0,5.62,0.00000000045202839,2.3591,PowerLaw,2.36,358,0,0,0
1074,3FGL J1446.8- 1831,NVSS J144644- 182922,,bcu II,221.687004,-18.4896244,0,HSP,15.95,0.99,0,0,4.18,0.00000000024815616,1.7229,PowerLaw,1.72,25.6702,9.98e- 13,0,0
1075,3FGL J1448.0+3608,RBS 1432,5BZBJ1448+3608,bll,222.0024279,36.14199009,0,HSP,15.446,1,0.86,0.95,23.06,0.0000000012964124,1.8215,PowerLaw,1.82,36.2729,7.47e- 12,16.2532,16.45
1076,3FGL J1450.4+0911,TXS 1448+093,5BZQJ1450+0910,fsrq,222.6298705,9.174431964,2.611,LSP,13.423,1,0.89,0,7.2,0.00000000043463896,2.349,PowerLaw,2.35,330.7971,0,20.0235,19.08
1077,3FGL J1450.9+5200,SDSS J145059.99+520111.7,5BZBJ1450+5201,bll,222.7499499,52.01992104,2.471,ISP,14.46,1,0.83,0,9.7,0.00000000057577093,2.1774,PowerLaw,2.18,74.1016,0,19.383,17.93
1078,3FGL J1451.2+6355,RX J1451.4+6354,5BZBJ1451+6354,bll,222.866043,63.9072519,0.65,-,0,1,0,0.86,5.56,0.00000000019652636,1.8805,PowerLaw,1.88,10.0868,2.90e- 12,0,0
1079,3FGL J1451.2+6355,TXS 1450+641,,bcu III,222.9890107,63.9553333,0,-,0,0,0.83,0,5.56,0.00000000019652636,1.8805,PowerLaw,1.88,372.0647,0,0,0
1080,3FGL J1454.0+1622,CLASS J1454+1623,,fsrq,223.586896,16.4067696,1.27,LSP,13.38,0.98,0,0,6.36,0.00000000031724906,2.5935,PowerLaw,2.59,229,0,0,18.01
1081,3FGL J1454.2- 3751,PKS 1451-375,5BZQJ1454-3747,fsrq,223.6142073,-37.79254025,0.314,ISP,14.244,0.99,0.91,0.87,9.1,0.00000000047001475,2.7647,PowerLaw,2.76,942.7548,8.58e- 12,16.2466,0
1082,3FGL J1454.5+5124,TXS 1452+516,5BZBJ1454+5124,bll,223.6130191,51.40936988,0,ISP,14.37,1,0.93,0.87,33.61,0.0000000024163038,2.0838,PowerLaw,2.08,178.0805,6.71e- 13,17.2312,17.24
1083,3FGL J1457.4- 3539,PKS 1454-354,5BZQJ1457-3539,fsrq,224.3612988,-35.65276988,1.424,LSP,13.46,1,0.97,0,62.2,0.0000000066179098,2.1609,LogParabola,2.29,675.0146,0,18.415,0
1084,3FGL J1458.7+3719,B3 1456+375,5BZBJ1458+3720,bll,224.6866435,37.33933967,0.333,LSP,13.305,0.99,0.81,0,4.49,0.00000000023413976,2.2395,PowerLaw,2.24,215.1877,0,19.3678,18.58
1085,3FGL J1500.6+4750,TXS 1459+480,5BZQJ1500+4751,bll,225.2027259,47.85431613,0,LSP,13.145,1,0.89,0,4.66,0.00000000028875896,2.6428,PowerLaw,2.64,431.7163,0,20.2427,19.15
1086,3FGL J1500.9+2238,MS 1458.8+2249,5BZBJ1501+2238,bll,225.2576463,22.63510384,0.235,ISP,14.992,1,0.85,0.95,20.4,0.0000000012931231,1.9183,PowerLaw,1.92,32.4673,8.69e- 12,15.8085,15.31
1087,3FGL J1503.7+4759,SDSS J150347.99+475930.9,5BZBJ1503+4759,bll,225.9499824,47.99195242,0,LSP,13.215,1,0.81,0,8.69,0.00000000055401606,2.2177,PowerLaw,2.22,73.3689,0,19.3927,19.02
1088,3FGL J1503.7- 1540,RBS 1457,5BZBJ1503-1541,bll,225.919448,-15.68726106,0,HSP,16.874,1,0,0,13.53,0.00000000094317765,1.7696,PowerLaw,1.77,5.8653,0,17.7504,0
1089,3FGL J1504.4+1029,PKS 1502+106,5BZQJ1504+1029,fsrq,226.1040824,10.49422178,1.839,LSP,13.263,1,0.99,0,189.47,0.000000023996003,2.0751,LogParabola,2.24,1774.808,0,19.0776,17.59
1090,3FGL J1504.5- 8242,1RXS J150537.1- 824233,,bcu III,226.35025,-82.7087778,0,-,0,1,0,0.82,4.11,0.00000000030013411,2.2979,PowerLaw,2.3,34.8,3.49e- 12,19.9266,0
1091,3FGL J1505.0- 3432,PMN J1505-3432,5BZBJ1505-3432,bll,226.2598763,-34.54911673,0,LSP,12.83,1,0.85,0,7.55,0.00000000060775984,2.2305,PowerLaw,2.23,138.5468,0,0,0
1092,3FGL J1505.1+0326,PKS 1502+036,5BZQJ1505+0326,nlsy1,226.2769882,3.441892358,0.409,LSP,13.049,1,0.92,0,21.97,0.0000000012706517,2.6094,PowerLaw,2.61,395.4703,0,18.1951,17.62
1093,3FGL J1506.1+3728,B2 1504+37,5BZQJ1506+3730,fsrq,226.5397082,37.51420344,0.674,LSP,12.914,1,0.94,0,15.28,0.00000000076444073,2.4527,PowerLaw,2.45,937.717,0,20.8204,19.64
1094,3FGL J1506.3+4332,NVSS J150617+433413,5BZBJ1506+4334,bll,226.573363,43.5704143,0.47,ISP,14.627,1,0,0,5.81,0.00000000025987396,1.9471,PowerLaw,1.95,29.1646,0,0,18.61
1095,3FGL J1506.6+0811,PMN J1506+0814,5BZBJ1506+0814,bll,226.6853073,8.233533378,0.376,HSP,15.639,0.99,0.8,0.85,9.53,0.00000000058175653,1.874,PowerLaw,1.87,84.6779,2.95e- 12,17.752,16.71
1096,3FGL J1507.4+1725,NVSS J150716+172103,,bll,226.818164,17.3508556,0.56528,HSP,16.305,0.95,0,0,4.68,0.00000000022593313,1.7835,PowerLaw,1.78,23.4915,1.07e- 12,18.9041,0
1097,3FGL J1507.6- 3710,NVSS J150720- 370903,,bcu II,226.836656,-37.15086341,0,ISP,14.48,0.99,0,0,5.55,0.00000000044020523,2.1306,PowerLaw,2.13,78.9792,0,16.328,0
1098,3FGL J1508.6+2709,RBS 1467,5BZBJ1508+2709,bll,227.1775624,27.15214043,0.27,HSP,16.204,1,0.82,0.94,6.87,0.00000000026797195,1.7091,PowerLaw,1.71,40.0515,8.48e- 12,14.4968,16.11
1099,3FGL J1509.7+5556,SBS 1508+561,5BZBJ1509+5556,bll,227.4497918,55.93813638,0,HSP,15.25,1,0.81,0.84,10.65,0.00000000046153042,1.8704,PowerLaw,1.87,31.4592,8.78e- 13,16.8431,17.24
1100,3FGL J1509.9- 2951,TXS 1507-296,,bcu II,227.53783,-29.8592883,0,ISP,14.65,0.88,0,0,6.16,0.00000000034361,2.7817,PowerLaw,2.78,448.6243,0,0,0
1101,3FGL J1510.9- 0542,PKS 1508-05,5BZQJ1510-0543,fsrq,227.7232976,-5.718727111,1.191,LSP,13.179,1,0.98,0,16.73,0.000000001990023,2.4256,PowerLaw,2.43,3569.9902,0,16.9832,0
1102,3FGL J1511.8- 0513,NVSS J151148- 051345,,bcu III,227.95233625,-5.229718888888888,0,-,0,1,0,0,10.59,0.0000000009495289,2.0341,PowerLaw,2.03,17.5425,0,18.1198,0
1103,3FGL J1512.2+0202,PKS 1509+022,5BZGJ1512+0203,fsrq,228.0655905,2.054716431,0.21945,LSP,13.646,1,0.96,0.88,23.68,0.0000000020448339,2.2001,PowerLaw,2.2,958.4791,1.73e- 12,17.7622,16.9
1104,3FGL J1512.2- 2255,1RXS J151213.1- 225515,,bcu I,228.053496,-22.9189969,0.3152,HSP,15.769,1,0,0.91,8.26,0.00000000064943378,1.9067,PowerLaw,1.91,19.2719,5.12e- 12,18.2142,0
1105,3FGL J1512.3+8005,1RXS J151026.3+795946,,bcu II,227.635338,80.0014391,0,LSP,13.425,0.91,0,0,4.98,0.00000000018577702,2.5132,PowerLaw,2.51,114.4712,3.02e- 13,20.3327,0
1106,3FGL J1512.8- 0906,PKS 1510-08,5BZQJ1512-0905,fsrq,228.2105539,-9.099952722,0.36,LSP,13.699,1,0.99,0,207.27,0.000000041105192,2.3047,LogParabola,2.36,2701.6106,0,16.2808,0
1107,3FGL J1513.1- 1014,PKS 1511-100,5BZQJ1513-1012,fsrq,228.4370559,-10.20007357,1.52,LSP,12.661,0.99,0.86,0,4.62,0.00000000053525068,2.7654,PowerLaw,2.77,875.2267,0,17.7496,0
1108,3FGL J1513.5- 3233,PKS 1510-324,,fsrq,228.4124315,-32.58315112,1.153,LSP,13.828,1,0.85,0,12.56,0.0000000011351186,2.3408,PowerLaw,2.34,183.1737,0,0,0
1110,3FGL J1514.8+4446,NVSS J151436+445003,5BZQJ1514+4450,fsrq,228.6526291,44.83446961,0.57,LSP,13.446,0.97,0,0,15.69,0.00000000083054202,2.339,PowerLaw,2.34,40.4534,0,19.8386,17.83
1111,3FGL J1514.8- 3623,PMN J1514-3617,,bcu II,228.670308,-36.28468772,0,LSP,12.59,0.96,0.87,0,5.01,0.00000000041723283,2.4051,PowerLaw,2.41,471,0,18.3446,0
1112,3FGL J1516.7+3648,MG2 J151646+3650,,bll,229.205246042,36.8396835944,0,LSP,13.74,0.97,0.83,0,5.61,0.00000000028023125,2.2303,PowerLaw,2.23,179.1522,0,0,0
1113,3FGL J1516.9+1926,PKS 1514+197,5BZBJ1516+1932,bll,229.2366507,19.5369422,0,LSP,12.97,1,0.82,0,6.39,0.00000000027999328,2.7675,PowerLaw,2.77,464.6425,0,17.6343,17.53
1114,3FGL J1517.6+6524,1H 1515+660,5BZBJ1517+6525,bll,229.4482834,65.42313453,0.702,HSP,17.054,1,0.85,0.97,18.49,0.00000000081317347,1.7821,PowerLaw,1.78,37.7879,2.30e- 11,16.3117,16.2
1115,3FGL J1517.6- 2422,AP Librae,5BZBJ1517-2422,bll,229.4242214,-24.37207671,0.048,ISP,14.185,1,0.98,0.94,45.35,0.0000000052343769,2.1122,PowerLaw,2.11,2042.3534,2.92e- 12,11.0553,0
1116,3FGL J1518.0- 2732,TXS 1515-273,,bcu II,229.5150007,-27.52533076,0,HSP,15.15,1,0.95,0,18.37,0.0000000018465385,2.1326,PowerLaw,2.13,564.7236,0,15.28,0
1117,3FGL J1520.3+4209,B3 1518+423,5BZQJ1520+4211,fsrq,230.165508,42.1865146,0.484,ISP,14.131,0.99,0,0,9.97,0.00000000046833915,2.5005,PowerLaw,2.5,139.4874,0,18.3989,17.38
1118,3FGL J1520.8- 0348,NVSS J152048- 034850,5BZBJ1520-0348,bll,230.2037732,-3.814352686,0,HSP,15.242,1,0.86,0.9,15.82,0.0000000012196254,1.8341,PowerLaw,1.83,46.0236,2.01e- 12,17.5572,0
1119,3FGL J1521.1+5543,SDSS J152034.98+554256.9,5BZBJ1520+5542,bll,230.146017,55.7157918,0,ISP,14.16,0.98,0,0,6.51,0.00000000027892913,2.1705,PowerLaw,2.17,58.8826,0,17.8504,18
1120,3FGL J1521.8+4340,B3 1520+437,5BZQJ1521+4336,fsrq,230.4567245,43.61090781,2.171,LSP,12.81,1,0.8,0,5.79,0.0000000002616643,2.6069,PowerLaw,2.61,225.7532,3.77e- 13,18.618,18.57
1121,3FGL J1522.1+3144,B2 1520+31,5BZQJ1522+3144,fsrq,230.5416322,31.73732829,1.487,LSP,13.366,1,0.97,0,192.68,0.000000017866128,2.2473,LogParabola,2.35,347.8089,0,20.1497,19.44
1122,3FGL J1522.6- 2730,PKS 1519-273,5BZBJ1522-2730,bll,230.6569833,-27.502996,1.294,LSP,12.795,1,0.97,0.9,25.99,0.0000000029266236,2.129,PowerLaw,2.13,1107.3729,1.80e- 12,17.8596,0
1123,3FGL J1531.0+5737,87GB 152947.5+574636,5BZBJ1530+5736,bll,232.743084,57.6069619,0,ISP,14.405,1,0,0,9.25,0.00000000039864259,2.2684,PowerLaw,2.27,38.2948,0,19.8574,18.91
1124,3FGL J1531.8+4704,1RXS J153148.8+465912,5BZGJ1531+4659,bll,232.954948,46.9874312,0.316,HSP,15.569,0.99,0,0,4.93,0.00000000022250984,2.3156,PowerLaw,2.32,27.8018,0,18.2244,17.29
1125,3FGL J1532.0+3018,RX J1531.9+3016,5BZGJ1532+3016,bll,233.0092991,30.27468294,0.0653,HSP,15.827,1,0.8,0.92,8.24,0.00000000035256564,1.7653,PowerLaw,1.77,54.4835,7.52e- 12,12.2002,14.73
1126,3FGL J1532.7- 1319,TXS 1530-131,,bcu II,233.1890614,-13.3194685,0,LSP,12.725,1,0.94,0,35.63,0.0000000038846419,2.094,PowerLaw,2.09,224.5698,0,0,20.36
1127,3FGL J1533.2+1852,RX J1533.1+1854,5BZBJ1533+1854,bll,233.2968839,18.90807052,0.305,HSP,16.696,1,0,0.92,6.67,0.00000000036464168,1.8944,PowerLaw,1.89,23.0432,1.43e- 11,17.3272,17.5
1128,3FGL J1533.5+3416,RX J1533.3+3416,5BZBJ1533+3416,bll,233.351092,34.2778404,0,HSP,15.95,1,0,0.88,5.93,0.00000000028097324,1.8543,PowerLaw,1.85,30.0635,5.19e- 12,17.8707,17.53
1129,3FGL J1534.4+5323,1ES 1533+535,5BZBJ1535+5320,bll,233.75337,53.343666,0,HSP,16.996,0.96,0,0,4.12,0.00000000019475627,1.9597,PowerLaw,1.96,18.35,0,17.6308,17.78
1130,3FGL J1534.5+0128,PKS 1532+01,5BZQJ1534+0131,fsrq,233.718557,1.517835108,1.425,LSP,13.565,0.99,0.92,0,8.53,0.000000000405494,2.7787,PowerLaw,2.78,1344.0304,0,18.2514,19.2
1131,3FGL J1535.0+3721,RGB J1534+372,5BZBJ1534+3715,bll,233.6967001,37.26517113,0.143,HSP,15.372,0.88,0,0,7.73,0.00000000040981746,2.1141,PowerLaw,2.11,22.4705,3.68e- 13,16.6394,16.57
1132,3FGL J1535.7+3920,RX J1535.4+3922,5BZBJ1535+3922,bll,233.871859,39.3792318,0.257,HSP,15.599,0.99,0,0.8,4.75,0.00000000023860997,2.0992,PowerLaw,2.1,19.7885,2.58e- 12,16.7886,17.01
1133,3FGL J1536.6+8331,NVSS J153556+832614,,bcu II,233.9838622,83.4375683,0,LSP,13.145,0.94,0,0,4.32,0.0000000002167333,2.4811,PowerLaw,2.48,118.7504,0,0,0
1134,3FGL J1537.8- 8000,PMN J1537-7958,,bcu III,234.4199171,-79.96801346,0,-,0,0.99,0,0,12.24,0.00000000093580177,2.1864,PowerLaw,2.19,69.5,0,0,0
1135,3FGL J1539.5+2746,MG2 J153938+2744,5BZQJ1539+2744,fsrq,234.9130715,27.74394763,2.19,ISP,14.254,1,0.88,0,14.77,0.00000000091590008,2.0826,PowerLaw,2.08,194.8636,0,18.6176,17.72
1136,3FGL J1539.8- 1128,PMN J1539-1128,,bcu II,234.921918,-11.4767426,0,HSP,16.35,1,0,0.9,5.8,0.00000000048411747,2.0849,PowerLaw,2.08,78.8463,7.36e- 12,16.972,0
1137,3FGL J1540.1+8155,1ES 1544+820,5BZBJ1540+8155,bll,235.066161,81.91827203,0,HSP,17.078,1,0.88,0.96,14.56,0.00000000053298149,1.6022,PowerLaw,1.6,69.9704,1.25e- 11,16.0225,0
